,아파트명,면적,법정동주소,b_code,지번주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,최소_매매호가,최대_매매호가,최소_전세호가,최대_전세호가,최소_월세호가,최대_월세호가,최소_실거래가,최대_실거래가,학교명,학교코드,학교주소,학교유형,설립유형,설립일자,교육청,홈페이지,학생_통계_기준일,교사당_학생_수,교실당_학생_수,남학생_수,여학생_수,교직원_통계_기준일,남교사_수,여교사_수,1학년_교실_수,2학년_교실_수,3학년_교실_수,4학년_교실_수,5학년_교실_수,6학년_교실_수,1학년_학생_수,2학년_학생_수,3학년_학생_수,4학년_학생_수,5학년_학생_수,6학년_학생_수,특수_교실_수,특수_교실_학생_수,총_교실_수,총_학생_수,남성_교직원_수,여성_교직원_수,내담자_상담사_수,외부_상담사_수,방과후_교실_통계_기준일,방과후 프로그램 수,방과후_학생_수,도서관_도서_수,학생_당_도서_수,급식_서비스_통계_기준일,급식_서비스_운영_방식,급식_서비스_학생당_가격,급식_서비스_지원_학생_수,급식_서비스_연간_지원_금액,학교_위도,학교_경도,행정동_코드,시도명,평균_교실_당_학생_수(시도),평균_교사_당_학생_수(시도),구군명,평균_교실_당_학생_수(구군),평균_교사_당_학생_수(구군),도보_이동_시간(분),6학년 학생 수,방과후_학생 _수
2,포레스트힐시티(도시형),20E㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,20.22,14.48,72,1,1,8,복도식,,,,,,,,,90714,84343,,,,"1억 7,000",,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
3,포레스트힐시티(도시형),22K㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,22.17,15.87,72,1,1,12,복도식,,,,,,,,,99455,92470,,,,,,"2,000/67",,"2,000/67",서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
4,포레스트힐시티(도시형),23H㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,23.28,16.67,72,1,1,48,복도식,,,,,,,,,104421,97088,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
5,포레스트힐시티(도시형),25I㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,25.51,18.27,72,1,1,12,복도식,,,,,,,,,114455,106417,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
6,포레스트힐시티(도시형),25J㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,25.84,18.5,72,1,1,12,복도식,,,,,,,,,115902,107762,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
7,포레스트힐시티(도시형),26C㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,26.16,18.73,72,1,1,5,복도식,,,,,,,,,117344,109103,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
8,포레스트힐시티(도시형),28G㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,28.46,20.38,72,1,1,12,복도식,,,,,,,,,127684,118716,,"2억 9,000",,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
9,포레스트힐시티(도시형),28A㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,28.7,20.55,72,1,1,8,복도식,,,,,,,,,128725,119684,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
10,포레스트힐시티(도시형),30F㎡,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,30.8,22.05,72,1,1,11,복도식,,,,,,,,,138158,128455,,"2억 6,000",,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
11,포레스트힐시티(도시형),50L,서울시 종로구 효제동,1111016200,65-2,서울시 종로구 대학로 33,37.574222,127.001863,152,0,14,14,538,59,75,신흥선건설(주),HT001,50.05,35.84,72,1,1,3,복도식,,,,,,,,,224508,208741,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117,92,20230531,3,25,2,2,2,2,2,2,22,27,32,33,49,,1,6,12,209,2,2,0,0,20230531,11,,0,0.0,20230531,직영,3855,262,329585000,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,3,40.0,110.0
